data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2022-04-06";"10164";"466";"10630";"1263227";"1273857";"-531";"69278";"13601834";"160252";"15035943";"204697383";"55006392";"51";"8377224";"6658719";"88855028";"115842355";"-82";"-5";"-87";"-444";"-531";"-614";"69278";"70267";"149";"69278";"461448";"13253";"56632";"107243";"354205";"95155"
"2022-04-07";"10078";"471";"10549";"1242507";"1253056";"-20801";"69596";"13692608";"160402";"15106066";"205167186";"55095875";"65";"8390941";"6715125";"88952864";"116214322";"-86";"5";"-81";"-20720";"-20801";"-20270";"69596";"90774";"150";"69596";"469803";"13717";"56406";"97836";"371967";"89483"
"2022-04-08";"10102";"462";"10564";"1239043";"1249607";"-3449";"66535";"13763554";"160546";"15173707";"205609215";"55185541";"52";"8403817";"6769890";"89045428";"116563787";"24";"-9";"15";"-3464";"-3449";"17352";"66535";"70946";"144";"66535";"442029";"12876";"54765";"92564";"349465";"89666"
"2022-04-09";"10023";"462";"10485";"1227380";"1237865";"-11742";"63992";"13839605";"160658";"15238128";"206047664";"55264773";"42";"8418326";"6819802";"89134714";"116912950";"-79";"0";"-79";"-11663";"-11742";"-8293";"63992";"76051";"112";"63992";"438449";"14509";"49912";"89286";"349163";"79232"
"2022-04-10";"10038";"465";"10503";"1236053";"1246556";"8691";"51376";"13884744";"160748";"15292048";"206399929";"55338102";"39";"8425148";"6866900";"89202927";"117197002";"15";"3";"18";"8673";"8691";"20433";"51376";"45139";"90";"51376";"352265";"6822";"47098";"68213";"284052";"73329"
"2022-04-11";"10256";"466";"10722";"1222040";"1232762";"-13794";"28368";"13927128";"160863";"15320753";"206592711";"55379914";"30";"8430106";"6890647";"89245718";"117346993";"218";"1";"219";"-14013";"-13794";"-22485";"28368";"42384";"115";"28368";"192782";"4958";"23747";"42791";"149991";"41812"
"2022-04-12";"10207";"463";"10670";"1218075";"1228745";"-4017";"83643";"14015032";"161032";"15404809";"207155729";"55481704";"53";"8444209";"6960600";"89344598";"117811131";"-49";"-3";"-52";"-3965";"-4017";"9777";"83643";"87904";"169";"83643";"563018";"14103";"69953";"98880";"464138";"101790"
"2022-04-13";"10166";"449";"10615";"1217243";"1227858";"-887";"62037";"14078350";"161187";"15467395";"207575724";"55564655";"42";"8456631";"7010764";"89441567";"118134157";"-41";"-14";"-55";"-832";"-887";"3130";"62037";"63318";"155";"62037";"419995";"12422";"50164";"96969";"323026";"82951"
"2022-04-14";"10075";"420";"10495";"1217167";"1227662";"-196";"64951";"14144014";"161336";"15533012";"208014099";"55649255";"35";"8470153";"7062859";"89531077";"118483022";"-91";"-29";"-120";"-76";"-196";"691";"64951";"65664";"149";"64951";"438375";"13522";"52095";"89510";"348865";"84600"
"2022-04-15";"9980";"419";"10399";"1208525";"1218924";"-8738";"61555";"14214909";"161469";"15595302";"208411581";"55727662";"49";"8481782";"7113520";"89612318";"118799263";"-95";"-1";"-96";"-8642";"-8738";"-8542";"61555";"70895";"133";"61555";"397482";"11629";"50661";"81241";"316241";"78407"
"2022-04-16";"9878";"411";"10289";"1211049";"1221338";"2414";"63815";"14276895";"161602";"15659835";"208836063";"55811022";"39";"8493103";"7166732";"89688494";"119147569";"-102";"-8";"-110";"2524";"2414";"11152";"63815";"61986";"133";"63815";"424482";"11321";"53212";"76176";"348306";"83360"
"2022-04-17";"9758";"403";"10161";"1215877";"1226038";"4700";"51993";"14324363";"161687";"15712088";"209170287";"55879765";"33";"8500185";"7211903";"89742963";"119427324";"-120";"-8";"-128";"4828";"4700";"2286";"51993";"47468";"85";"51993";"334224";"7082";"45171";"54469";"279755";"68743"
"2022-04-18";"9940";"411";"10351";"1206492";"1216843";"-9195";"18380";"14352067";"161766";"15730676";"209276026";"55906276";"39";"8502334";"7228342";"89769631";"119506395";"182";"8";"190";"-9385";"-9195";"-13895";"18380";"27704";"79";"18380";"105739";"2149";"16439";"26668";"79071";"26511"
"2022-04-19";"10214";"422";"10636";"1197643";"1208279";"-8564";"27214";"14387830";"161893";"15758002";"209450124";"55944112";"38";"8507229";"7250773";"89804639";"119645485";"274";"11";"285";"-8849";"-8564";"631";"27214";"35763";"127";"27214";"174098";"4895";"22431";"35008";"139090";"37836"
"2022-04-20";"10207";"413";"10620";"1196280";"1206900";"-1379";"99848";"14489444";"162098";"15858442";"210060724";"56057089";"44";"8519882";"7338560";"89900944";"120159780";"-7";"-9";"-16";"-1363";"-1379";"7185";"99848";"101614";"205";"99848";"610600";"12653";"87787";"96305";"514295";"112977"
"2022-04-21";"10231";"415";"10646";"1212167";"1222813";"15913";"75020";"14549360";"162264";"15934437";"210506904";"56150932";"40";"8530764";"7403673";"89995782";"120511122";"24";"2";"26";"15887";"15913";"17292";"75020";"59916";"166";"75020";"446180";"10882";"65113";"94838";"351342";"93843"
"2022-04-22";"10076";"411";"10487";"1212635";"1223122";"309";"73212";"14622593";"162466";"16008181";"210944097";"56239024";"46";"8543764";"7464417";"90082691";"120861406";"-155";"-4";"-159";"468";"309";"-15604";"73212";"73233";"202";"73212";"437193";"13000";"60744";"86909";"350284";"88092"
"2022-04-23";"9914";"409";"10323";"1221906";"1232229";"9107";"70520";"14684371";"162609";"16079209";"211365630";"56322979";"43";"8557744";"7521465";"90159321";"121206309";"-162";"-2";"-164";"9271";"9107";"8798";"70520";"61778";"143";"70520";"421533";"13980";"57048";"76630";"344903";"83955"
"2022-04-24";"9895";"416";"10311";"1233838";"1244149";"11920";"56263";"14729220";"162688";"16136057";"211691841";"56393949";"34";"8566066";"7569991";"90215117";"121476724";"-19";"7";"-12";"11932";"11920";"2813";"56263";"44849";"79";"56263";"326211";"8322";"48526";"55796";"270415";"70970"
"2022-04-25";"10050";"416";"10466";"1232134";"1242600";"-1549";"24878";"14755958";"162781";"16161339";"211830644";"56427324";"26";"8567833";"7593506";"90247206";"121583438";"155";"0";"155";"-1704";"-1549";"-13469";"24878";"26738";"93";"24878";"138803";"1767";"23515";"32089";"106714";"33375"
"2022-04-26";"10328";"409";"10737";"1224239";"1234976";"-7624";"29575";"14793420";"162927";"16191323";"212013319";"56466076";"23";"8571877";"7619446";"90282688";"121730631";"278";"-7";"271";"-7895";"-7624";"-6075";"29575";"37462";"146";"29575";"182675";"4044";"25940";"35482";"147193";"38752"
"2022-04-27";"10155";"394";"10549";"1224127";"1234676";"-300";"87940";"14881965";"163113";"16279754";"212567845";"56570548";"34";"8589149";"7690605";"90368487";"122199358";"-173";"-15";"-188";"-112";"-300";"7324";"87940";"88545";"186";"87940";"554526";"17272";"71159";"85799";"468727";"104472"
"2022-04-28";"10076";"382";"10458";"1238348";"1248806";"14130";"69204";"14937738";"163244";"16349788";"213009371";"56655438";"46";"8596881";"7752907";"90466187";"122543184";"-79";"-12";"-91";"14221";"14130";"14430";"69204";"55773";"131";"69204";"441526";"7732";"62302";"97700";"343826";"84890"
"2022-04-29";"9942";"371";"10313";"1236804";"1247117";"-1689";"58861";"14998689";"163377";"16409183";"213390610";"56731492";"38";"8607251";"7801932";"90543721";"122846889";"-134";"-11";"-145";"-1544";"-1689";"-15819";"58861";"60951";"133";"58861";"381239";"10370";"49025";"77534";"303705";"76054"
"2022-04-30";"9826";"366";"10192";"1219187";"1229379";"-17738";"53602";"15070314";"163507";"16463200";"213773683";"56803828";"32";"8617688";"7845512";"90618779";"123154904";"-116";"-5";"-121";"-17617";"-17738";"-16049";"53602";"71625";"130";"53602";"383073";"10437";"43580";"75058";"308015";"72336"
"2022-05-01";"9738";"366";"10104";"1221566";"1231670";"2291";"40757";"15109509";"163612";"16504791";"214061284";"56868204";"30";"8624579";"7880212";"90676581";"123384703";"-88";"0";"-88";"2379";"2291";"20029";"40757";"39195";"105";"40757";"287601";"6891";"34700";"57802";"229799";"64376"
"2022-05-02";"9794";"368";"10162";"1194940";"1205102";"-26568";"18896";"15155021";"163736";"16523859";"214183728";"56896921";"32";"8626831";"7897028";"90706673";"123477055";"56";"2";"58";"-26626";"-26568";"-28859";"18896";"45512";"124";"18896";"122444";"2252";"16816";"30092";"92352";"28717"
"2022-05-03";"9695";"366";"10061";"1189899";"1199960";"-5142";"62071";"15222419";"163889";"16586268";"214594775";"56980351";"45";"8638582";"7947686";"90787032";"123807743";"-99";"-2";"-101";"-5041";"-5142";"21426";"62071";"67398";"153";"62071";"411047";"11751";"50658";"80359";"330688";"83430"
"2022-05-04";"9614";"371";"9985";"1177085";"1187070";"-12890";"47039";"15282800";"164041";"16633911";"214930050";"57059575";"42";"8644778";"7989133";"90871121";"124058929";"-81";"5";"-76";"-12814";"-12890";"-7748";"47039";"60381";"152";"47039";"335275";"6196";"41447";"84089";"251186";"79224"
"2022-05-05";"9384";"369";"9753";"1155371";"1165124";"-21946";"48255";"15353323";"164179";"16682626";"215257228";"57127410";"32";"8653204";"8029422";"90946644";"124310584";"-230";"-2";"-232";"-21714";"-21946";"-9056";"48255";"70523";"138";"48255";"327178";"8426";"40289";"75523";"251655";"67835"
"2022-05-06";"9164";"363";"9527";"1136858";"1146385";"-18739";"43947";"15416301";"164304";"16726990";"215559634";"57191604";"31";"8660140";"8066850";"91018122";"124541512";"-220";"-6";"-226";"-18513";"-18739";"3207";"43947";"62978";"125";"43947";"302406";"6936";"37428";"71478";"230928";"64194"
"2022-05-07";"8815";"355";"9170";"1122194";"1131364";"-15021";"40522";"15471992";"164417";"16767773";"215865197";"57250547";"33";"8667529";"8100244";"91086905";"124778292";"-349";"-8";"-357";"-14664";"-15021";"3718";"40522";"55691";"113";"40522";"305563";"7389";"33394";"68783";"236780";"58943"
"2022-05-08";"8655";"356";"9011";"1110903";"1119914";"-11450";"30804";"15514595";"164489";"16798998";"216068651";"57299429";"28";"8672361";"8126637";"91136795";"124931856";"-160";"1";"-159";"-11291";"-11450";"3571";"30804";"42603";"72";"30804";"203454";"4832";"26393";"49890";"153564";"48882"
"2022-05-09";"8735";"363";"9098";"1094657";"1103755";"-16159";"17155";"15548091";"164573";"16816419";"216195210";"57328691";"27";"8673953";"8142466";"91165415";"125029795";"80";"7";"87";"-16246";"-16159";"-4709";"17155";"33496";"84";"17155";"126559";"1592";"15829";"28620";"97939";"29262"
"2022-05-10";"8579";"358";"8937";"1074035";"1082972";"-20783";"56015";"15624915";"164731";"16872618";"216566431";"57400294";"35";"8683091";"8189527";"91239041";"125327390";"-156";"-5";"-161";"-20622";"-20783";"-4624";"56015";"76824";"158";"56015";"371221";"9138";"47061";"73626";"297595";"71603"
"2022-05-11";"8412";"338";"8750";"1032446";"1041196";"-41776";"42249";"15709259";"164846";"16915301";"216861042";"57464695";"33";"8688737";"8226564";"91316605";"125544437";"-167";"-20";"-187";"-41589";"-41776";"-20993";"42249";"84344";"115";"42249";"294611";"5646";"37037";"77564";"217047";"64401"
"2022-05-12";"8158";"334";"8492";"1010191";"1018683";"-22513";"39317";"15771125";"164976";"16954784";"217129696";"57513217";"33";"8694454";"8260330";"91387900";"125741796";"-254";"-4";"-258";"-22255";"-22513";"19263";"39317";"61866";"130";"39317";"268654";"5717";"33766";"71295";"197359";"48522"
"2022-05-13";"7907";"341";"8248";"999615";"1007863";"-10820";"38507";"15820859";"165091";"16993813";"217395343";"57570468";"44";"8699931";"8293882";"91450934";"125944409";"-251";"7";"-244";"-10576";"-10820";"11693";"38507";"49734";"115";"38507";"265647";"5477";"33552";"63034";"202613";"57251"
"2022-05-14";"7650";"340";"7990";"992798";"1000788";"-7075";"36042";"15864177";"165182";"17030147";"217659090";"57622199";"40";"8705093";"8325054";"91512742";"126146348";"-257";"-1";"-258";"-6817";"-7075";"3745";"36042";"43318";"91";"36042";"263747";"5162";"31172";"61808";"201939";"51731"
"2022-05-15";"7532";"347";"7879";"990239";"998118";"-2670";"27162";"15894511";"165244";"17057873";"217853667";"57666726";"30";"8708350";"8349523";"91555528";"126298139";"-118";"7";"-111";"-2559";"-2670";"4405";"27162";"30334";"62";"27162";"194577";"3257";"24469";"42786";"151791";"44527"
"2022-05-16";"7631";"353";"7984";"974384";"982368";"-15750";"13668";"15923935";"165346";"17071649";"217958460";"57689512";"24";"8710098";"8361551";"91583940";"126374520";"99";"6";"105";"-15855";"-15750";"-13080";"13668";"29424";"102";"13668";"104793";"1748";"12028";"28412";"76381";"22786"
"2022-05-17";"7465";"337";"7802";"959599";"967401";"-14967";"44489";"15983655";"165494";"17116550";"218293677";"57756974";"39";"8717156";"8399394";"91655955";"126637722";"-166";"-16";"-182";"-14785";"-14967";"783";"44489";"59720";"148";"44489";"335217";"7058";"37843";"72015";"263202";"67462"
"2022-05-18";"7276";"318";"7594";"944984";"952578";"-14823";"30408";"16029269";"165630";"17147477";"218557950";"57814886";"25";"8721679";"8425798";"91729417";"126828533";"-189";"-19";"-208";"-14615";"-14823";"144";"30408";"45614";"136";"30408";"264273";"4523";"26404";"73462";"190811";"57912"
"2022-05-19";"7020";"308";"7328";"885847";"893175";"-59403";"30310";"16119286";"165738";"17178199";"218805421";"57868563";"28";"8725483";"8452716";"91795532";"127009889";"-256";"-10";"-266";"-59137";"-59403";"-44580";"30310";"90017";"108";"30310";"247471";"3804";"26918";"66115";"181356";"53677"
"2022-05-20";"6812";"307";"7119";"867291";"874410";"-18765";"26561";"16164780";"165827";"17205017";"219039166";"57914830";"36";"8729255";"8475762";"91853826";"127185340";"-208";"-1";"-209";"-18556";"-18765";"40638";"26561";"45494";"89";"26561";"233745";"3772";"23046";"58294";"175451";"46267"
"2022-05-21";"6570";"301";"6871";"849998";"856869";"-17541";"23976";"16206476";"165918";"17229263";"219271097";"57961352";"20";"8732847";"8496416";"91907917";"127363180";"-242";"-6";"-248";"-17293";"-17541";"1224";"23976";"41696";"91";"23976";"231931";"3592";"20654";"54091";"177840";"46522"
"2022-05-22";"6400";"292";"6692";"843904";"850596";"-6273";"17744";"16231004";"165952";"17247552";"219432092";"58000795";"15";"8735584";"8511968";"91947133";"127484959";"-170";"-9";"-179";"-6094";"-6273";"11268";"17744";"24528";"34";"17744";"160995";"2737";"15552";"39216";"121779";"39443"
"2022-05-23";"6388";"291";"6679";"826368";"833047";"-17549";"9820";"16258494";"166032";"17257573";"219525905";"58022119";"15";"8736652";"8520921";"91972260";"127553645";"-12";"-1";"-13";"-17536";"-17549";"-11276";"9820";"27490";"80";"9820";"93813";"1068";"8953";"25127";"68686";"21324"
"2022-05-24";"6240";"286";"6526";"803495";"810021";"-23026";"31024";"16313262";"166150";"17289433";"219814768";"58083999";"31";"8740725";"8548708";"92037535";"127777233";"-148";"-5";"-153";"-22873";"-23026";"-5477";"31024";"54768";"118";"31024";"288863";"4073";"27787";"65275";"223588";"61880"
"2022-05-25";"5969";"271";"6240";"786343";"792583";"-17438";"22438";"16353585";"166264";"17312432";"220034869";"58133980";"22";"8744201";"8568231";"92100016";"127934853";"-271";"-15";"-286";"-17152";"-17438";"5588";"22438";"40323";"114";"22438";"220101";"3476";"19523";"62481";"157620";"49981"
"2022-05-26";"5736";"259";"5995";"747753";"753748";"-38835";"22093";"16414949";"166371";"17335068";"220251857";"58181910";"22";"8747337";"8587731";"92155276";"128096581";"-233";"-12";"-245";"-38590";"-38835";"-21397";"22093";"61364";"107";"22093";"216988";"3136";"19500";"55260";"161728";"47930"
"2022-05-27";"5558";"252";"5810";"733136";"738946";"-14802";"19666";"16449697";"166476";"17355119";"220450754";"58224997";"18";"8749821";"8605298";"92206777";"128243977";"-178";"-7";"-185";"-14617";"-14802";"24033";"19666";"34748";"105";"19666";"198897";"2484";"17567";"51501";"147396";"43087"
"2022-05-28";"5348";"250";"5598";"715977";"721575";"-17371";"18255";"16485624";"166542";"17373741";"220643937";"58265636";"14";"8752319";"8621422";"92253870";"128390067";"-210";"-2";"-212";"-17159";"-17371";"-2569";"18255";"35927";"66";"18255";"193183";"2498";"16124";"47093";"146090";"40639"
"2022-05-29";"5234";"260";"5494";"706554";"712048";"-9527";"14826";"16510260";"166569";"17388877";"220786003";"58299725";"24";"8754149";"8634728";"92290042";"128495961";"-114";"10";"-104";"-9423";"-9527";"7844";"14826";"24636";"27";"14826";"142066";"1830";"13306";"36172";"105894";"34089"
"2022-05-30";"5281";"255";"5536";"693325";"698861";"-13187";"7537";"16531231";"166631";"17396723";"220866180";"58320769";"13";"8755409";"8641314";"92311740";"128554440";"47";"-5";"42";"-13229";"-13187";"-3660";"7537";"20971";"62";"7537";"80177";"1260";"6586";"21698";"58479";"21044"
"2022-05-31";"5121";"248";"5369";"674025";"679394";"-19467";"24267";"16575319";"166697";"17421410";"221108240";"58371033";"25";"8758544";"8662866";"92371211";"128737029";"-160";"-7";"-167";"-19300";"-19467";"-6280";"24267";"44088";"66";"24267";"242060";"3135";"21552";"59471";"182589";"50264"
"2022-06-01";"4878";"223";"5101";"663808";"668909";"-10485";"18391";"16604567";"166756";"17440232";"221300348";"58410217";"8";"8761073";"8679159";"92423753";"128876595";"-243";"-25";"-268";"-10217";"-10485";"8982";"18391";"29248";"59";"18391";"192108";"2529";"16293";"52542";"139566";"39184"
"2022-06-02";"4589";"226";"4815";"651085";"655900";"-13009";"17193";"16635215";"166835";"17457950";"221481403";"58450106";"27";"8763295";"8694655";"92471149";"129010254";"-289";"3";"-286";"-12723";"-13009";"-2524";"17193";"30648";"79";"17193";"181055";"2222";"15496";"47396";"133659";"39889"
"2022-06-03";"4644";"225";"4869";"643187";"648056";"-7844";"9429";"16652711";"166875";"17467642";"221552092";"58470901";"9";"8764377";"8703265";"92494086";"129058006";"55";"-1";"54";"-7898";"-7844";"5165";"9429";"17496";"40";"9429";"70689";"1082";"8610";"22937";"47752";"20795"
"2022-06-04";"4442";"218";"4660";"637210";"641870";"-6186";"22527";"16681659";"166922";"17490451";"221741088";"58510540";"17";"8767665";"8722786";"92535215";"129205873";"-202";"-7";"-209";"-5977";"-6186";"1658";"22527";"28948";"47";"22527";"188996";"3288";"19521";"41129";"147867";"39639"
"2022-06-05";"4411";"218";"4629";"636798";"641427";"-443";"15082";"16697597";"166949";"17505973";"221864787";"58544212";"18";"8769059";"8736914";"92567523";"129297264";"-31";"0";"-31";"-412";"-443";"5743";"15082";"15938";"27";"15082";"123699";"1394";"14128";"32308";"91391";"33672"
"2022-06-06";"4453";"217";"4670";"626678";"631348";"-10079";"8512";"16716222";"167019";"17514589";"221939797";"58563010";"12";"8770194";"8744395";"92587291";"129352506";"42";"-1";"41";"-10120";"-10079";"-9636";"8512";"18625";"70";"8512";"75010";"1135";"7481";"19768";"55242";"18798"
