data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2021-06-18";"2680";"416";"3096";"88976";"92072";"-6536";"1147";"4031605";"127225";"4250902";"69515711";"29044741";"11";"4100092";"150810";"50952072";"18563639";"-208";"-28";"-236";"-6300";"-6536";"-3289";"1147";"7648";"35";"1147";"216026";"1109";"38";"88011";"128015";"49462"
"2021-06-19";"2504";"394";"2898";"86252";"89150";"-2922";"1197";"4035692";"127253";"4252095";"69765699";"29100240";"10";"4101228";"150867";"51042709";"18722990";"-176";"-22";"-198";"-2724";"-2922";"3614";"1197";"4087";"28";"1197";"249988";"1136";"57";"90637";"159351";"55499"
"2021-06-20";"2444";"389";"2833";"84877";"87710";"-1440";"881";"4037996";"127270";"4252976";"69916221";"29139717";"12";"4102088";"150888";"51109726";"18806495";"-60";"-5";"-65";"-1375";"-1440";"1482";"881";"2304";"17";"881";"150522";"860";"21";"67017";"83505";"39477"
"2021-06-21";"2390";"385";"2775";"74078";"76853";"-10857";"495";"4049316";"127291";"4253460";"69997973";"29161438";"9";"4102545";"150915";"51149035";"18848938";"-54";"-4";"-58";"-10799";"-10857";"-9417";"495";"11320";"21";"495";"81752";"457";"27";"39309";"42443";"21721"
"2021-06-22";"2289";"362";"2651";"70313";"72964";"-3889";"835";"4054008";"127322";"4254294";"70190855";"29210013";"10";"4103332";"150962";"51242092";"18948763";"-101";"-23";"-124";"-3765";"-3889";"6968";"835";"4692";"31";"835";"192882";"787";"47";"93057";"99825";"48575"
"2021-06-23";"2140";"344";"2484";"66135";"68619";"-4345";"951";"4059463";"127334";"4255434";"70388886";"29259826";"4";"4104433";"151001";"51346290";"19042596";"-149";"-18";"-167";"-4178";"-4345";"-456";"951";"5455";"12";"951";"198031";"1101";"39";"104198";"93833";"49813"
"2021-06-24";"2027";"328";"2355";"59954";"62309";"-6310";"927";"4066029";"127362";"4255700";"70577077";"29271255";"12";"4104995";"150705";"51428966";"19148111";"-113";"-16";"-129";"-6181";"-6310";"-1965";"927";"6566";"28";"927";"188191";"562";"-296";"82676";"105515";"11429"
"2021-06-25";"1899";"306";"2205";"58030";"60235";"-2074";"753";"4068798";"127418";"4256451";"70769618";"29313666";"8";"4105701";"150750";"51505508";"19264110";"-128";"-22";"-150";"-1924";"-2074";"4236";"753";"2769";"56";"753";"192541";"706";"45";"76542";"115999";"42411"
"2021-06-26";"1771";"298";"2069";"55663";"57732";"-2503";"838";"4072099";"127458";"4257289";"70994111";"29367696";"9";"4106499";"150790";"51585935";"19408176";"-128";"-8";"-136";"-2367";"-2503";"-429";"838";"3301";"40";"838";"224493";"798";"40";"80427";"144066";"54030"
"2021-06-27";"1743";"294";"2037";"55125";"57162";"-570";"782";"4073435";"127472";"4258069";"71131694";"29405776";"10";"4107243";"150826";"51647749";"19483945";"-28";"-4";"-32";"-538";"-570";"1933";"782";"1336";"14";"782";"137583";"744";"36";"61814";"75769";"38080"
"2021-06-28";"1723";"289";"2012";"52670";"54682";"-2480";"389";"4076274";"127500";"4258456";"71207555";"29428012";"5";"4107618";"150838";"51686201";"19521354";"-20";"-5";"-25";"-2455";"-2480";"-1910";"389";"2839";"28";"389";"75861";"375";"12";"38452";"37409";"22236"
"2021-06-29";"1676";"270";"1946";"50878";"52824";"-1858";"679";"4078767";"127542";"4259133";"71398190";"29473226";"9";"4108244";"150889";"51772454";"19625736";"-47";"-19";"-66";"-1792";"-1858";"622";"679";"2493";"42";"679";"190635";"626";"51";"86253";"104382";"45214"
"2021-06-30";"1593";"247";"1840";"48601";"50441";"-2383";"776";"4081902";"127566";"4259909";"71583206";"29517174";"4";"4108966";"150943";"51864808";"19718398";"-83";"-23";"-106";"-2277";"-2383";"-525";"776";"3135";"24";"776";"185016";"722";"54";"92354";"92662";"43948"
"2021-07-01";"1532";"229";"1761";"47597";"49358";"-1083";"882";"4083843";"127587";"4260788";"71771680";"29563394";"7";"4109793";"150995";"51953621";"19818059";"-61";"-18";"-79";"-1004";"-1083";"1300";"882";"1941";"21";"882";"188474";"827";"52";"88813";"99661";"46220"
"2021-07-02";"1469";"213";"1682";"46097";"47779";"-1579";"794";"4086188";"127615";"4261582";"71970918";"29609709";"3";"4110555";"151027";"52036180";"19934738";"-63";"-16";"-79";"-1500";"-1579";"-496";"794";"2345";"28";"794";"199238";"762";"32";"82559";"116679";"46315"
"2021-07-03";"1394";"204";"1598";"43978";"45576";"-2203";"932";"4089298";"127637";"4262511";"72199045";"29666383";"2";"4111443";"151068";"52121065";"20077980";"-75";"-9";"-84";"-2119";"-2203";"-624";"932";"3110";"22";"932";"228127";"888";"41";"84885";"143242";"56674"
"2021-07-04";"1364";"197";"1561";"43103";"44664";"-912";"808";"4091004";"127649";"4263317";"72340685";"29708383";"7";"4112192";"151125";"52185355";"20155330";"-30";"-7";"-37";"-875";"-912";"1291";"808";"1706";"12";"808";"141640";"749";"57";"64290";"77350";"42000"
"2021-07-05";"1337";"191";"1528";"42003";"43531";"-1133";"480";"4092586";"127680";"4263797";"72415334";"29730813";"2";"4112667";"151130";"52219735";"20195599";"-27";"-6";"-33";"-1100";"-1133";"-221";"480";"1582";"31";"480";"74649";"475";"5";"34380";"40269";"22430"
"2021-07-06";"1271";"187";"1458";"41121";"42579";"-952";"907";"4094421";"127704";"4264704";"72607758";"29777195";"11";"4113450";"151254";"52306087";"20301671";"-66";"-4";"-70";"-882";"-952";"181";"907";"1835";"24";"907";"192424";"783";"124";"86352";"106072";"46382"
"2021-07-07";"1234";"180";"1414";"40426";"41840";"-739";"1010";"4096156";"127718";"4265714";"72785735";"29818970";"8";"4114440";"151274";"52395134";"20390601";"-37";"-7";"-44";"-695";"-739";"213";"1010";"1735";"14";"1010";"177977";"990";"20";"89047";"88930";"41775"
"2021-07-08";"1197";"180";"1377";"40092";"41469";"-371";"1394";"4097905";"127731";"4267105";"72960587";"29863554";"8";"4115727";"151378";"52481505";"20479082";"-37";"0";"-37";"-334";"-371";"368";"1394";"1749";"13";"1394";"174852";"1287";"104";"86371";"88481";"44584"
"2021-07-09";"1167";"169";"1336";"40060";"41396";"-73";"1390";"4099339";"127756";"4268491";"73157509";"29912681";"8";"4117016";"151475";"52563607";"20593902";"-30";"-11";"-41";"-32";"-73";"298";"1390";"1434";"25";"1390";"196922";"1289";"97";"82102";"114820";"49127"
"2021-07-10";"1147";"161";"1308";"39707";"41015";"-381";"1400";"4101102";"127768";"4269885";"73365928";"29960650";"6";"4118325";"151560";"52642946";"20722982";"-20";"-8";"-28";"-353";"-381";"-308";"1400";"1763";"12";"1400";"208419";"1309";"85";"79339";"129080";"47969"
"2021-07-11";"1134";"161";"1295";"39786";"41081";"66";"1391";"4102420";"127775";"4271276";"73509260";"29999917";"6";"4119601";"151675";"52708153";"20801107";"-13";"0";"-13";"79";"66";"447";"1391";"1318";"7";"1391";"143332";"1276";"115";"65207";"78125";"39267"
"2021-07-12";"1149";"158";"1307";"39119";"40426";"-655";"888";"4103949";"127788";"4272163";"73582831";"30022409";"4";"4120462";"151701";"52745243";"20837588";"15";"-3";"12";"-667";"-655";"-721";"888";"1529";"13";"888";"73571";"861";"26";"37090";"36481";"22492"
"2021-07-13";"1128";"157";"1285";"39364";"40649";"223";"1534";"4105236";"127808";"4273693";"73775374";"30067064";"7";"4121797";"151896";"52831764";"20943610";"-21";"-1";"-22";"245";"223";"878";"1534";"1287";"20";"1534";"192543";"1335";"195";"86521";"106022";"44655"
"2021-07-14";"1108";"151";"1259";"40441";"41700";"1051";"2153";"4106315";"127831";"4275846";"73985973";"30116643";"7";"4123761";"152085";"52933366";"21052607";"-20";"-6";"-26";"1077";"1051";"828";"2153";"1079";"23";"2153";"210599";"1964";"189";"101602";"108997";"49579"
"2021-07-15";"1089";"153";"1242";"39658";"40900";"-800";"2455";"4109579";"127840";"4278319";"74176895";"30161134";"11";"4126031";"152288";"53025450";"21151445";"-19";"2";"-17";"-783";"-800";"-1851";"2455";"3264";"9";"2455";"190922";"2270";"203";"92084";"98838";"44491"
"2021-07-16";"1088";"161";"1249";"41465";"42714";"1814";"2898";"4110649";"127851";"4281214";"74382497";"30208376";"13";"4128671";"152543";"53116943";"21265554";"-1";"8";"7";"1807";"1814";"2614";"2898";"1070";"11";"2898";"205602";"2640";"255";"91493";"114109";"47242"
"2021-07-17";"1111";"162";"1273";"42218";"43491";"777";"3121";"4112977";"127864";"4284332";"74627294";"30262747";"9";"4131585";"152747";"53205793";"21421501";"23";"1";"24";"753";"777";"-1037";"3121";"2328";"13";"3121";"244797";"2914";"204";"88850";"155947";"54371"
"2021-07-18";"1136";"156";"1292";"44821";"46113";"2622";"3127";"4113478";"127867";"4287458";"74792563";"30307547";"3";"4134553";"152905";"53280157";"21512406";"25";"-6";"19";"2603";"2622";"1845";"3127";"501";"3";"3127";"165269";"2968";"158";"74364";"90905";"44800"
"2021-07-19";"1188";"162";"1350";"46175";"47525";"1412";"2072";"4114129";"127874";"4289528";"74881652";"30333358";"16";"4136595";"152933";"53327382";"21554270";"52";"6";"58";"1354";"1412";"-1210";"2072";"651";"7";"2072";"89089";"2042";"28";"47225";"41864";"25811"
"2021-07-20";"1194";"165";"1359";"47951";"49310";"1785";"3558";"4115889";"127884";"4293083";"75100357";"30384547";"11";"4139605";"153478";"53421858";"21678499";"6";"3";"9";"1776";"1785";"373";"3558";"1760";"10";"3558";"218705";"3010";"545";"94476";"124229";"51189"
"2021-07-21";"1196";"158";"1354";"49954";"51308";"1998";"4259";"4118124";"127905";"4297337";"75335454";"30435355";"9";"4143579";"153758";"53537923";"21797531";"2";"-7";"-5";"2003";"1998";"213";"4259";"2235";"21";"4259";"235097";"3974";"280";"116065";"119032";"50808"
"2021-07-22";"1234";"158";"1392";"53474";"54866";"3558";"5057";"4119607";"127920";"4302393";"75555232";"30492144";"12";"4148170";"154223";"53639886";"21915346";"38";"0";"38";"3520";"3558";"1560";"5057";"1483";"15";"5057";"219778";"4591";"465";"101963";"117815";"56789"
"2021-07-23";"1304";"155";"1459";"57293";"58752";"3886";"5143";"4120846";"127937";"4307535";"75792867";"30546191";"10";"4153065";"154470";"53739841";"22053026";"70";"-3";"67";"3819";"3886";"328";"5143";"1239";"17";"5143";"237635";"4895";"247";"99955";"137680";"54047"
"2021-07-24";"1340";"172";"1512";"61011";"62523";"3771";"5140";"4122208";"127942";"4312673";"76051796";"30606618";"21";"4157876";"154797";"53838808";"22212988";"36";"17";"53";"3718";"3771";"-115";"5140";"1362";"5";"5140";"258929";"4811";"327";"98967";"159962";"60427"
"2021-07-25";"1392";"178";"1570";"64687";"66257";"3734";"4743";"4123209";"127949";"4317415";"76228449";"30656190";"16";"4162381";"155034";"53914872";"22313577";"52";"6";"58";"3676";"3734";"-37";"4743";"1001";"7";"4743";"176653";"4505";"237";"76064";"100589";"49572"
"2021-07-26";"1512";"182";"1694";"66542";"68236";"1979";"3117";"4124323";"127971";"4320530";"76316696";"30680764";"11";"4165378";"155152";"53963263";"22353433";"120";"4";"124";"1855";"1979";"-1755";"3117";"1114";"22";"3117";"88247";"2997";"118";"48391";"39856";"24574"
"2021-07-27";"1611";"189";"1800";"68510";"70310";"2074";"4522";"4126741";"127995";"4325046";"76558586";"30735682";"16";"4169397";"155649";"54064580";"22494006";"99";"7";"106";"1968";"2074";"95";"4522";"2418";"24";"4522";"241890";"4019";"497";"101317";"140573";"54918"
"2021-07-28";"1685";"183";"1868";"72293";"74161";"3851";"5696";"4128568";"128010";"4330739";"76807058";"30794194";"9";"4175065";"155674";"54187112";"22619946";"74";"-6";"68";"3783";"3851";"1777";"5696";"1827";"15";"5696";"248472";"5668";"25";"122532";"125940";"58512"
"2021-07-29";"1730";"194";"1924";"76560";"78484";"4323";"6171";"4130393";"128029";"4336906";"77031848";"30853645";"20";"4180880";"156026";"54294154";"22737694";"45";"11";"56";"4267";"4323";"472";"6171";"1825";"19";"6171";"224790";"5815";"352";"107042";"117748";"59451"
"2021-07-30";"1812";"201";"2013";"80949";"82962";"4478";"6619";"4132510";"128047";"4343519";"77279334";"30909526";"20";"4186881";"156638";"54404275";"22875059";"82";"7";"89";"4389";"4478";"155";"6619";"2117";"18";"6619";"247486";"6001";"612";"110121";"137365";"55881"
"2021-07-31";"1851";"214";"2065";"85220";"87285";"4323";"6513";"4134680";"128063";"4350028";"77544194";"30971078";"25";"4193029";"156999";"54497272";"23046922";"39";"13";"52";"4271";"4323";"-155";"6513";"2170";"16";"6513";"264860";"6148";"361";"92997";"171863";"61552"
"2021-08-01";"1954";"230";"2184";"89166";"91350";"4065";"5321";"4135930";"128065";"4355348";"77711955";"31019713";"22";"4198138";"157210";"54569773";"23142182";"103";"16";"119";"3946";"4065";"-258";"5321";"1250";"2";"5321";"167761";"5109";"211";"72501";"95260";"48635"
"2021-08-02";"2070";"249";"2319";"90698";"93017";"1667";"3190";"4137428";"128088";"4358533";"77795178";"31042444";"25";"4201223";"157310";"54612288";"23182890";"116";"19";"135";"1532";"1667";"-2398";"3190";"1498";"23";"3190";"83223";"3085";"100";"42515";"40708";"22731"
"2021-08-03";"2196";"258";"2454";"91762";"94216";"1199";"4845";"4141043";"128115";"4363374";"78004897";"31092939";"26";"4205645";"157729";"54704552";"23300345";"126";"9";"135";"1064";"1199";"-468";"4845";"3615";"27";"4845";"209719";"4422";"419";"92264";"117455";"50495"
"2021-08-04";"2309";"260";"2569";"94651";"97220";"3004";"6596";"4144608";"128136";"4369964";"78220645";"31146880";"14";"4211887";"158077";"54812163";"23408482";"113";"2";"115";"2889";"3004";"1805";"6596";"3565";"21";"6596";"215748";"6242";"348";"107611";"108137";"53941"
"2021-08-05";"2409";"268";"2677";"98369";"101046";"3826";"7230";"4147979";"128163";"4377188";"78432872";"31199139";"25";"4218803";"158385";"54910966";"23521906";"100";"8";"108";"3718";"3826";"822";"7230";"3371";"27";"7230";"212227";"6916";"308";"98803";"113424";"52259"
"2021-08-06";"2449";"277";"2726";"101959";"104685";"3639";"6599";"4150915";"128187";"4383787";"78677529";"31256084";"32";"4225227";"158560";"55012203";"23665326";"40";"9";"49";"3590";"3639";"-187";"6599";"2936";"24";"6599";"244657";"6424";"175";"101237";"143420";"56945"
"2021-08-07";"2533";"288";"2821";"105714";"108535";"3850";"6902";"4153940";"128209";"4390684";"78971392";"31327315";"29";"4231853";"158831";"55108789";"23862603";"84";"11";"95";"3755";"3850";"211";"6902";"3025";"22";"6902";"293863";"6626";"271";"96586";"197277";"71231"
"2021-08-08";"2631";"299";"2930";"109336";"112266";"3731";"5735";"4155931";"128220";"4396417";"79174903";"31385026";"24";"4237325";"159092";"55182257";"23992646";"98";"11";"109";"3622";"3731";"-119";"5735";"1991";"11";"5735";"203511";"5472";"261";"73468";"130043";"57711"
"2021-08-09";"2786";"323";"3109";"111746";"114855";"2589";"4200";"4157520";"128242";"4400617";"79277767";"31411098";"39";"4241413";"159204";"55225285";"24052482";"155";"24";"179";"2410";"2589";"-1142";"4200";"1589";"22";"4200";"102864";"4088";"112";"43028";"59836";"26072"
"2021-08-10";"2880";"322";"3202";"113121";"116323";"1468";"5636";"4161645";"128273";"4406241";"79519533";"31467678";"26";"4246602";"159639";"55314248";"24205285";"94";"-1";"93";"1375";"1468";"-1121";"5636";"4125";"31";"5636";"241766";"5189";"435";"88963";"152803";"56580"
"2021-08-11";"2948";"337";"3285";"115476";"118761";"2438";"6968";"4166095";"128304";"4413162";"79749572";"31523180";"40";"4253264";"159898";"55419637";"24329935";"68";"15";"83";"2355";"2438";"970";"6968";"4450";"31";"6968";"230039";"6662";"259";"105389";"124650";"55502"
"2021-08-12";"2975";"352";"3327";"117958";"121285";"2524";"7270";"4170810";"128334";"4420429";"79966541";"31576587";"37";"4260336";"160093";"55513139";"24453402";"27";"15";"42";"2482";"2524";"86";"7270";"4715";"30";"7270";"216969";"7072";"195";"93502";"123467";"53407"
"2021-08-13";"3033";"369";"3402";"120848";"124250";"2965";"7409";"4175198";"128379";"4427827";"80192027";"31631342";"35";"4267344";"160483";"55608773";"24583254";"58";"17";"75";"2890";"2965";"441";"7409";"4388";"45";"7409";"225486";"7008";"390";"95634";"129852";"54755"
"2021-08-14";"3101";"372";"3473";"122993";"126466";"2216";"7188";"4180129";"128413";"4435008";"80446033";"31691084";"37";"4274315";"160693";"55698982";"24747051";"68";"3";"71";"2145";"2216";"-749";"7188";"4931";"34";"7188";"254006";"6971";"210";"90209";"163797";"59742"
"2021-08-15";"3162";"384";"3546";"124982";"128528";"2062";"5664";"4183709";"128432";"4440669";"80606903";"31732915";"29";"4279835";"160834";"55763772";"24843131";"61";"12";"73";"1989";"2062";"-154";"5664";"3580";"19";"5664";"160870";"5520";"141";"64790";"96080";"41831"
"2021-08-16";"3334";"404";"3738";"124958";"128696";"168";"3674";"4187186";"128456";"4444338";"80680924";"31753974";"32";"4283503";"160835";"55801186";"24879738";"172";"20";"192";"-24";"168";"-1894";"3674";"3477";"24";"3674";"74021";"3668";"1";"37414";"36607";"21059"
"2021-08-17";"3472";"423";"3895";"125221";"129116";"420";"5273";"4191980";"128510";"4449606";"80918997";"31805240";"49";"4288619";"160987";"55887829";"25031168";"138";"19";"157";"263";"420";"252";"5273";"4794";"54";"5273";"238073";"5116";"152";"86643";"151430";"51266"
"2021-08-18";"3559";"442";"4001";"124781";"128782";"-334";"7162";"4199404";"128579";"4456765";"81145420";"31861792";"50";"4295456";"161309";"55987914";"25157506";"87";"19";"106";"-440";"-334";"-754";"7162";"7424";"69";"7162";"226423";"6837";"322";"100085";"126338";"56552"
"2021-08-19";"3627";"460";"4087";"126415";"130502";"1720";"7260";"4204869";"128634";"4464005";"81351951";"31914369";"40";"4302436";"161569";"56076867";"25275084";"68";"18";"86";"1634";"1720";"2054";"7260";"5465";"55";"7260";"206531";"6980";"260";"88953";"117578";"52577"
"2021-08-20";"3692";"455";"4147";"127315";"131462";"960";"7224";"4211080";"128683";"4471225";"81572607";"31964840";"26";"4309435";"161790";"56162599";"25410008";"65";"-5";"60";"900";"960";"-760";"7224";"6211";"49";"7224";"220656";"6999";"221";"85732";"134924";"50471"
"2021-08-21";"3733";"466";"4199";"129222";"133421";"1959";"7470";"4216542";"128728";"4478691";"81827825";"32024485";"40";"4316649";"162042";"56252852";"25574973";"41";"11";"52";"1907";"1959";"999";"7470";"5462";"45";"7470";"255218";"7214";"252";"90253";"164965";"59645"
"2021-08-22";"3767";"472";"4239";"130699";"134938";"1517";"5923";"4220924";"128751";"4484613";"82003364";"32072928";"33";"4322377";"162236";"56322084";"25681280";"34";"6";"40";"1477";"1517";"-442";"5923";"4382";"23";"5923";"175539";"5728";"194";"69232";"106307";"48443"
"2021-08-23";"3928";"485";"4413";"131142";"135555";"617";"4168";"4224429";"128795";"4488779";"82104705";"32098419";"45";"4326430";"162349";"56364064";"25740641";"161";"13";"174";"443";"617";"-900";"4168";"3505";"44";"4168";"101341";"4053";"113";"41980";"59361";"25491"
"2021-08-24";"4036";"504";"4540";"130785";"135325";"-230";"6076";"4230677";"128855";"4494857";"82370951";"32155807";"46";"4332200";"162657";"56461924";"25909027";"108";"19";"127";"-357";"-230";"-847";"6076";"6248";"60";"6076";"266246";"5770";"308";"97860";"168386";"57388"
"2021-08-25";"4023";"499";"4522";"131202";"135724";"399";"7548";"4237758";"128914";"4502396";"82615371";"32214570";"34";"4339465";"162931";"56574161";"26041210";"-13";"-5";"-18";"417";"399";"629";"7548";"7081";"59";"7548";"244420";"7265";"274";"112237";"132183";"58763"
"2021-08-26";"4059";"503";"4562";"132495";"137057";"1333";"7221";"4243597";"128957";"4509611";"82836243";"32268573";"38";"4346619";"162992";"56670393";"26165850";"36";"4";"40";"1293";"1333";"934";"7221";"5839";"43";"7221";"220872";"7154";"61";"96232";"124640";"54003"
"2021-08-27";"4114";"511";"4625";"133493";"138118";"1061";"7826";"4250314";"129002";"4517434";"83101723";"32326275";"42";"4354207";"163227";"56770912";"26330811";"55";"8";"63";"998";"1061";"-272";"7826";"6717";"45";"7826";"265480";"7588";"235";"100519";"164961";"57702"
"2021-08-28";"4111";"511";"4622";"134806";"139428";"1310";"6860";"4255808";"129056";"4524292";"83395187";"32388723";"42";"4360590";"163702";"56866439";"26528748";"-3";"0";"-3";"1313";"1310";"249";"6860";"5494";"54";"6860";"293464";"6383";"475";"95527";"197937";"62448"
"2021-08-29";"4133";"525";"4658";"136389";"141047";"1619";"5959";"4260106";"129093";"4530246";"83618273";"32444844";"44";"4366367";"163879";"56947693";"26670580";"22";"14";"36";"1583";"1619";"309";"5959";"4298";"37";"5959";"223086";"5777";"177";"81254";"141832";"56121"
"2021-08-30";"4264";"548";"4812";"136581";"141393";"346";"4257";"4263960";"129146";"4534499";"83728076";"32474220";"50";"4370535";"163964";"56997959";"26730117";"131";"23";"154";"192";"346";"-1273";"4257";"3854";"53";"4257";"109803";"4168";"85";"50266";"59537";"29376"
"2021-08-31";"4252";"544";"4796";"133129";"137925";"-3468";"5498";"4272845";"129221";"4539991";"84035719";"32537606";"49";"4375509";"164482";"57111626";"26924093";"-12";"-4";"-16";"-3452";"-3468";"-3814";"5498";"8885";"75";"5498";"307643";"4974";"518";"113667";"193976";"63386"
"2021-09-01";"4231";"540";"4771";"131807";"136578";"-1347";"6503";"4280619";"129290";"4546487";"84339436";"32605657";"40";"4381723";"164764";"57232920";"27106516";"-21";"-4";"-25";"-1322";"-1347";"2121";"6503";"7774";"69";"6503";"303717";"6214";"282";"121294";"182423";"68051"
"2021-09-02";"4205";"555";"4760";"132138";"136898";"320";"6761";"4286991";"129352";"4553241";"84632503";"32673083";"49";"4388042";"165199";"57350136";"27282367";"-26";"15";"-11";"331";"320";"1667";"6761";"6372";"62";"6761";"293067";"6319";"435";"117216";"175851";"67426"
"2021-09-03";"4164";"556";"4720";"132305";"137025";"127";"6735";"4293535";"129410";"4559970";"84928897";"32736593";"42";"4394591";"165379";"57475534";"27453363";"-41";"1";"-40";"167";"127";"-193";"6735";"6544";"58";"6735";"296394";"6549";"180";"125398";"170996";"63510"
"2021-09-04";"4204";"569";"4773";"132266";"137039";"14";"6157";"4299621";"129466";"4566126";"85260247";"32807288";"53";"4400397";"165729";"57568980";"27691267";"40";"13";"53";"-39";"14";"-113";"6157";"6086";"56";"6157";"331350";"5806";"350";"93446";"237904";"70695"
"2021-09-05";"4216";"572";"4788";"131914";"136702";"-337";"5315";"4305223";"129515";"4571440";"85520003";"32868817";"37";"4405560";"165880";"57647826";"27872177";"12";"3";"15";"-352";"-337";"-351";"5315";"5602";"49";"5315";"259756";"5163";"151";"78846";"180910";"61529"
"2021-09-06";"4302";"570";"4872";"131148";"136020";"-682";"3361";"4309200";"129567";"4574787";"85654396";"32897713";"32";"4408937";"165850";"57696131";"27958265";"86";"-2";"84";"-766";"-682";"-345";"3361";"3977";"52";"3361";"134393";"3377";"-30";"48305";"86088";"28896"
"2021-09-07";"4307";"563";"4870";"128917";"133787";"-2233";"4720";"4316077";"129638";"4579502";"85973261";"32963747";"40";"4413189";"166313";"57802636";"28170625";"5";"-7";"-2";"-2231";"-2233";"-1551";"4720";"6877";"71";"4720";"318865";"4252";"463";"106505";"212360";"66034"
"2021-09-08";"4235";"564";"4799";"126782";"131581";"-2206";"5923";"4324135";"129707";"4585423";"86275241";"33029381";"38";"4418912";"166511";"57934218";"28341023";"-72";"1";"-71";"-2135";"-2206";"27";"5923";"8058";"69";"5923";"301980";"5723";"198";"131582";"170398";"65634"
"2021-09-09";"4230";"558";"4788";"125130";"129918";"-1663";"5522";"4331257";"129766";"4590941";"86566709";"33089916";"38";"4424247";"166694";"58047899";"28518810";"-5";"-6";"-11";"-1652";"-1663";"543";"5522";"7122";"59";"5522";"291468";"5335";"183";"113681";"177787";"60535"
"2021-09-10";"4164";"548";"4712";"123777";"128489";"-1429";"5621";"4338241";"129828";"4596558";"86852737";"33147401";"37";"4429624";"166934";"58154366";"28698371";"-66";"-10";"-76";"-1353";"-1429";"234";"5621";"6984";"62";"5621";"286028";"5377";"240";"106467";"179561";"57485"
"2021-09-11";"4117";"547";"4664";"122962";"127626";"-863";"5193";"4344238";"129885";"4601749";"87186478";"33214819";"40";"4434566";"167183";"58258247";"28928231";"-47";"-1";"-48";"-815";"-863";"566";"5193";"5997";"57";"5193";"333741";"4942";"249";"103881";"229860";"67418"
"2021-09-12";"4113";"559";"4672";"122662";"127334";"-292";"4664";"4349160";"129919";"4606413";"87453836";"33273371";"36";"4439082";"167331";"58348470";"29105366";"-4";"12";"8";"-300";"-292";"571";"4664";"4922";"34";"4664";"267358";"4516";"148";"90223";"177135";"58552"
"2021-09-13";"4200";"563";"4763";"121141";"125904";"-1430";"2800";"4353346";"129955";"4609205";"87573881";"33300869";"35";"4441836";"167369";"58398719";"29175162";"87";"4";"91";"-1521";"-1430";"-1138";"2800";"4186";"36";"2800";"120045";"2754";"38";"50249";"69796";"27498"
"2021-09-14";"4165";"554";"4719";"117621";"122340";"-3564";"4021";"4360847";"130027";"4613214";"87892474";"33365842";"29";"4445492";"167722";"58507212";"29385262";"-35";"-9";"-44";"-3520";"-3564";"-2134";"4021";"7501";"72";"4021";"318593";"3656";"353";"108493";"210100";"64973"
"2021-09-15";"4128";"540";"4668";"113819";"118487";"-3853";"4830";"4369453";"130100";"4618040";"88210140";"33423482";"32";"4450037";"168003";"58633294";"29576846";"-37";"-14";"-51";"-3802";"-3853";"-289";"4830";"8606";"73";"4830";"317666";"4545";"281";"126082";"191584";"57640"
"2021-09-16";"4018";"531";"4549";"111793";"116342";"-2145";"5117";"4376646";"130167";"4623155";"88516407";"33481704";"30";"4454844";"168311";"58745788";"29770619";"-110";"-9";"-119";"-2026";"-2145";"1708";"5117";"7193";"67";"5117";"306267";"4807";"308";"112494";"193773";"58222"
"2021-09-17";"3989";"525";"4514";"109757";"114271";"-2071";"4552";"4383195";"130233";"4627699";"88800986";"33536784";"34";"4459202";"168497";"58845032";"29955954";"-29";"-6";"-35";"-2036";"-2071";"74";"4552";"6549";"66";"4552";"284579";"4358";"186";"99244";"185335";"55080"
"2021-09-18";"3958";"519";"4477";"108563";"113040";"-1231";"4578";"4388951";"130284";"4632275";"89156919";"33604895";"31";"4463482";"168793";"58960530";"30196389";"-31";"-6";"-37";"-1194";"-1231";"840";"4578";"5756";"51";"4578";"355933";"4280";"296";"115498";"240435";"68111"
"2021-09-19";"3929";"530";"4459";"109077";"113536";"496";"3838";"4392265";"130310";"4636111";"89420490";"33659395";"40";"4467105";"169006";"59041923";"30378567";"-29";"11";"-18";"514";"496";"1727";"3838";"3314";"26";"3838";"263571";"3623";"213";"81393";"182178";"54500"
"2021-09-20";"3982";"523";"4505";"108009";"112514";"-1022";"2407";"4395648";"130354";"4638516";"89542931";"33686794";"21";"4469422";"169094";"59091430";"30451501";"53";"-7";"46";"-1068";"-1022";"-1518";"2407";"3383";"44";"2407";"122441";"2317";"88";"49507";"72934";"27399"
"2021-09-21";"3937";"516";"4453";"105060";"109513";"-3001";"3377";"4401956";"130421";"4641890";"89873206";"33746053";"38";"4472447";"169443";"59203516";"30669690";"-45";"-7";"-52";"-2949";"-3001";"-1979";"3377";"6308";"67";"3377";"330275";"3025";"349";"112086";"218189";"59259"
